NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
68,2019-11-22 23:50:00,15.019143,0.0,97.62100000000001,190.005,0.0,51.751999999999995,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 01:16:00,15.019143,0.0,97.62100000000001,190.06400000000002,0.0,14.252,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 03:38:00,15.019143,0.0,97.62,190.16099999999997,0.0,186.752,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 05:41:00,15.019143,0.0,97.62,190.245,0.0,288.002,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 07:07:00,15.019143,0.0,97.62,190.304,0.0,250.502,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 09:02:00,15.019143,0.0,97.62,190.382,0.0,321.752,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 11:06:00,15.019143,0.0,97.62,190.467,0.0,66.752,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 13:33:00,15.019143,0.0,97.62,190.56799999999998,0.0,258.002,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 15:38:00,15.019143,0.0,97.62,190.65400000000002,0.0,6.752000000000001,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 17:09:00,15.019143,0.0,97.619,190.71599999999998,0.0,348.00199999999995,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 19:26:00,15.019143,0.0,97.619,190.81,0.0,141.752,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 21:26:00,15.019143,0.0,97.619,190.892,0.0,231.752,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-23 23:11:00,15.019143,0.0,97.619,190.96400000000003,0.0,265.502,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 01:48:00,15.019143,0.0,97.619,191.071,0.0,134.252,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 03:16:00,15.019143,0.0,97.619,191.13099999999997,0.0,104.25200000000001,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 05:41:00,15.019143,0.0,97.618,191.23,0.0,288.002,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 07:32:00,15.019143,0.0,97.618,191.30599999999998,0.0,344.25199999999995,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 09:43:00,15.019143,0.0,97.618,191.396,0.0,115.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 11:41:00,15.019143,0.0,97.618,191.477,0.0,198.00099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 13:36:00,15.019143,0.0,97.618,191.55599999999998,0.0,269.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 15:56:00,15.019143,0.0,97.618,191.65099999999998,0.0,74.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 17:43:00,15.019143,0.0,97.618,191.725,0.0,115.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 19:59:00,15.019143,0.0,97.617,191.81799999999998,0.0,265.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 21:38:00,15.019143,0.0,97.617,191.885,0.0,276.751,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-24 23:47:00,15.019143,0.0,97.617,191.97400000000002,0.0,40.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 01:10:00,15.019143,0.0,97.617,192.03099999999998,0.0,351.751,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 03:12:00,15.019143,0.0,97.617,192.114,0.0,89.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 05:39:00,15.019143,0.0,97.617,192.215,0.0,280.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 07:01:00,15.019143,0.0,97.617,192.271,0.0,228.00099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 09:40:00,15.019143,0.0,97.616,192.38,0.0,104.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 11:25:00,15.019143,0.0,97.616,192.451,0.0,138.001,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 13:56:00,15.019143,0.0,97.616,192.555,0.0,344.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 15:45:00,15.019143,0.0,97.616,192.62900000000002,0.0,33.001,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 17:44:00,15.019143,0.0,97.616,192.71099999999998,0.0,119.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 19:47:00,15.019143,0.0,97.616,192.795,0.0,220.50099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 21:18:00,15.019143,0.0,97.615,192.857,0.0,201.75099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-25 23:11:00,15.019143,0.0,97.615,192.935,0.0,265.501,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 01:46:00,15.019143,0.0,97.615,193.041,0.0,126.751,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 03:47:00,15.019143,0.0,97.615,193.12400000000002,0.0,220.50099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 05:19:00,15.019143,0.0,97.615,193.187,0.0,205.50099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 07:34:00,15.019143,0.0,97.615,193.27900000000002,0.0,351.751,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 09:24:00,15.019143,0.0,97.615,193.354,0.0,44.251000000000005,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 11:28:00,15.019143,0.0,97.61399999999999,193.43900000000002,0.0,149.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 13:53:00,15.019143,0.0,97.61399999999999,193.53799999999998,0.0,333.001,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 15:43:00,15.019143,0.0,97.61399999999999,193.614,0.0,25.500999999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 17:12:00,15.019143,0.0,97.61399999999999,193.674,0.0,359.251,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 19:50:00,15.019143,0.0,97.61399999999999,193.783,0.0,231.75099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 21:16:00,15.019143,0.0,97.61399999999999,193.84099999999998,0.0,194.25099999999998,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-26 23:37:00,15.019143,0.0,97.61399999999999,193.938,0.0,3.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 01:41:00,15.019143,0.0,97.613,194.023,0.0,108.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 03:59:00,15.019143,0.0,97.613,194.11700000000002,0.0,265.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 05:24:00,15.019143,0.0,97.613,194.175,0.0,224.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 07:58:00,15.019143,0.0,97.613,194.28099999999998,0.0,81.75,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 09:50:00,15.019143,0.0,97.613,194.358,0.0,141.75,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 11:47:00,15.019143,0.0,97.613,194.438,0.0,220.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 13:57:00,15.019143,0.0,97.61200000000001,194.52700000000002,0.0,348.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 15:46:00,15.019143,0.0,97.61200000000001,194.601,0.0,36.75,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 17:28:00,15.019143,0.0,97.61200000000001,194.671,0.0,59.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 19:07:00,15.019143,0.0,97.61200000000001,194.739,0.0,70.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 21:52:00,15.019143,0.0,97.61200000000001,194.852,0.0,329.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-27 23:15:00,15.019143,0.0,97.61200000000001,194.908,0.0,280.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 01:40:00,15.019143,0.0,97.61200000000001,195.00799999999998,0.0,104.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 03:57:00,15.019143,0.0,97.611,195.101,0.0,258.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 05:17:00,15.019143,0.0,97.611,195.15599999999998,0.0,198.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 07:20:00,15.019143,0.0,97.611,195.24,0.0,299.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 09:57:00,15.019143,0.0,97.611,195.34799999999998,0.0,168.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 11:10:00,15.019143,0.0,97.611,195.398,0.0,81.75,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 13:23:00,15.019143,0.0,97.611,195.489,0.0,220.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 15:15:00,15.019143,0.0,97.611,195.56599999999997,0.0,280.5,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 17:25:00,15.019143,0.0,97.61,195.65400000000002,0.0,48.0,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 19:20:00,15.019143,0.0,97.61,195.733,0.0,119.25,6939.130783,95.87799999999999,560.993783,560.993783
68,2019-11-28 21:30:00,15.019143,0.0,97.61,195.822,0.0,246.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-21 21:30:00,15.019143,0.0,97.62299999999999,188.923,0.0,222.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-21 23:50:00,15.019143,0.0,97.62299999999999,189.019,0.0,27.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 01:02:00,15.019143,0.0,97.62200000000001,189.06799999999998,0.0,297.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 03:16:00,15.019143,0.0,97.62200000000001,189.16,0.0,80.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 05:44:00,15.019143,0.0,97.62200000000001,189.261,0.0,275.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 07:05:00,15.019143,0.0,97.62200000000001,189.317,0.0,219.002,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 09:24:00,15.019143,0.0,97.62200000000001,189.412,0.0,20.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 11:05:00,15.019143,0.0,97.62200000000001,189.481,0.0,39.001999999999995,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 13:01:00,15.019143,0.0,97.62200000000001,189.56,0.0,114.00200000000001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 15:16:00,15.019143,0.0,97.62100000000001,189.653,0.0,260.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 17:40:00,15.019143,0.0,97.62100000000001,189.75099999999998,0.0,80.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 19:03:00,15.019143,0.0,97.62100000000001,189.808,0.0,31.502,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 21:58:00,15.019143,0.0,97.62100000000001,189.928,0.0,327.75199999999995,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-22 23:22:00,15.019143,0.0,97.62100000000001,189.986,0.0,282.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 01:39:00,15.019143,0.0,97.62100000000001,190.079,0.0,76.502,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 03:07:00,15.019143,0.0,97.62100000000001,190.14,0.0,46.501999999999995,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 05:02:00,15.019143,0.0,97.62,190.218,0.0,117.75200000000001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 07:59:00,15.019143,0.0,97.62,190.33900000000003,0.0,61.501999999999995,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 09:04:00,15.019143,0.0,97.62,190.38400000000001,0.0,305.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 11:54:00,15.019143,0.0,97.62,190.5,0.0,222.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 13:26:00,15.019143,0.0,97.62,190.563,0.0,207.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 15:08:00,15.019143,0.0,97.62,190.63299999999998,0.0,230.252,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 17:02:00,15.019143,0.0,97.619,190.71099999999998,0.0,297.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 19:23:00,15.019143,0.0,97.619,190.80700000000002,0.0,106.50200000000001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 21:54:00,15.019143,0.0,97.619,190.91099999999997,0.0,312.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-23 23:30:00,15.019143,0.0,97.619,190.977,0.0,312.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 01:57:00,15.019143,0.0,97.619,191.077,0.0,144.002,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 03:10:00,15.019143,0.0,97.619,191.127,0.0,57.751999999999995,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 05:47:00,15.019143,0.0,97.618,191.235,0.0,286.502,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 07:14:00,15.019143,0.0,97.618,191.294,0.0,252.752,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 09:51:00,15.019143,0.0,97.618,191.40200000000002,0.0,121.501,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 11:23:00,15.019143,0.0,97.618,191.465,0.0,106.501,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 13:28:00,15.019143,0.0,97.618,191.55,0.0,215.25099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 15:12:00,15.019143,0.0,97.618,191.62099999999998,0.0,245.25099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 17:56:00,15.019143,0.0,97.618,191.734,0.0,140.251,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 19:42:00,15.019143,0.0,97.617,191.80599999999998,0.0,177.75099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 21:11:00,15.019143,0.0,97.617,191.86700000000002,0.0,151.501,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-24 23:31:00,15.019143,0.0,97.617,191.963,0.0,316.501,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 01:01:00,15.019143,0.0,97.617,192.024,0.0,294.001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 03:44:00,15.019143,0.0,97.617,192.136,0.0,185.25099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 05:25:00,15.019143,0.0,97.617,192.205,0.0,204.00099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 07:55:00,15.019143,0.0,97.616,192.308,0.0,46.501000000000005,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 09:18:00,15.019143,0.0,97.616,192.365,0.0,357.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 11:14:00,15.019143,0.0,97.616,192.44400000000002,0.0,72.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 13:40:00,15.019143,0.0,97.616,192.544,0.0,260.251,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 15:41:00,15.019143,0.0,97.616,192.627,0.0,354.001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 17:50:00,15.019143,0.0,97.616,192.715,0.0,117.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 19:02:00,15.019143,0.0,97.616,192.764,0.0,27.750999999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 21:35:00,15.019143,0.0,97.615,192.86900000000003,0.0,241.50099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-25 23:34:00,15.019143,0.0,97.615,192.95,0.0,327.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 01:30:00,15.019143,0.0,97.615,193.03,0.0,42.751000000000005,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 03:37:00,15.019143,0.0,97.615,193.11700000000002,0.0,159.001,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 05:46:00,15.019143,0.0,97.615,193.205,0.0,282.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 07:54:00,15.019143,0.0,97.615,193.293,0.0,42.751000000000005,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 09:06:00,15.019143,0.0,97.615,193.342,0.0,312.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 11:10:00,15.019143,0.0,97.61399999999999,193.42700000000002,0.0,57.751000000000005,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 13:12:00,15.019143,0.0,97.61399999999999,193.51,0.0,155.251,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 15:34:00,15.019143,0.0,97.61399999999999,193.607,0.0,327.751,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 17:26:00,15.019143,0.0,97.61399999999999,193.68400000000003,0.0,27.750999999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 19:28:00,15.019143,0.0,97.61399999999999,193.768,0.0,125.251,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 21:33:00,15.019143,0.0,97.61399999999999,193.85299999999998,0.0,234.00099999999998,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-26 23:47:00,15.019143,0.0,97.613,193.945,0.0,16.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 01:49:00,15.019143,0.0,97.613,194.028,0.0,114.0,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 03:31:00,15.019143,0.0,97.613,194.09799999999998,0.0,136.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 05:06:00,15.019143,0.0,97.613,194.16299999999998,0.0,132.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 07:02:00,15.019143,0.0,97.613,194.243,0.0,207.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 09:58:00,15.019143,0.0,97.613,194.363,0.0,147.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 11:53:00,15.019143,0.0,97.613,194.442,0.0,219.0,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 13:48:00,15.019143,0.0,97.61200000000001,194.52,0.0,290.25,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 15:58:00,15.019143,0.0,97.61200000000001,194.609,0.0,57.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 18:00:00,15.019143,0.0,97.61200000000001,194.69299999999998,0.0,155.25,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 19:32:00,15.019143,0.0,97.61200000000001,194.75599999999997,0.0,140.25,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 21:47:00,15.019143,0.0,97.61200000000001,194.84799999999998,0.0,286.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-27 23:27:00,15.019143,0.0,97.61200000000001,194.917,0.0,301.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 01:13:00,15.019143,0.0,97.61200000000001,194.989,0.0,339.0,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 03:14:00,15.019143,0.0,97.611,195.072,0.0,72.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 05:15:00,15.019143,0.0,97.611,195.155,0.0,166.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 07:31:00,15.019143,0.0,97.611,195.248,0.0,316.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 09:42:00,15.019143,0.0,97.611,195.338,0.0,87.75,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 11:43:00,15.019143,0.0,97.611,195.42,0.0,181.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 13:11:00,15.019143,0.0,97.611,195.481,0.0,151.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 15:09:00,15.019143,0.0,97.611,195.56099999999998,0.0,234.0,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 17:43:00,15.019143,0.0,97.61,195.667,0.0,91.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 19:15:00,15.019143,0.0,97.61,195.73,0.0,76.5,6939.130783,95.87799999999999,560.993783,560.993783
5855,2019-11-28 21:30:00,15.019143,0.0,97.61,195.822,0.0,222.75,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-21 21:30:00,15.019143,0.0,97.74799999999999,86.051,0.0,136.923,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-21 23:53:00,15.019143,0.0,97.74799999999999,86.149,0.0,313.17400000000004,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 01:10:00,15.019143,0.0,97.74799999999999,86.20200000000001,0.0,241.924,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 03:15:00,15.019143,0.0,97.74799999999999,86.287,0.0,350.67400000000004,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 05:37:00,15.019143,0.0,97.74799999999999,86.384,0.0,163.174,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 07:53:00,15.019143,0.0,97.74799999999999,86.477,0.0,313.17400000000004,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 09:28:00,15.019143,0.0,97.74799999999999,86.542,0.0,309.42400000000004,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 11:38:00,15.019143,0.0,97.74799999999999,86.631,0.0,76.925,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 13:21:00,15.019143,0.0,97.74799999999999,86.70200000000001,0.0,103.175,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 15:29:00,15.019143,0.0,97.74799999999999,86.79,0.0,223.175,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 17:38:00,15.019143,0.0,97.74799999999999,86.87799999999999,0.0,346.925,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 19:29:00,15.019143,0.0,97.74799999999999,86.954,0.0,43.175,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 21:55:00,15.019143,0.0,97.74799999999999,87.054,0.0,230.675,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-22 23:16:00,15.019143,0.0,97.74799999999999,87.109,0.0,174.425,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 01:17:00,15.019143,0.0,97.74799999999999,87.19200000000001,0.0,268.176,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 03:05:00,15.019143,0.0,97.74799999999999,87.266,0.0,313.176,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 05:24:00,15.019143,0.0,97.74799999999999,87.361,0.0,114.426,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 07:08:00,15.019143,0.0,97.74799999999999,87.43299999999999,0.0,144.42600000000002,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 09:24:00,15.019143,0.0,97.74799999999999,87.52600000000001,0.0,294.426,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 11:36:00,15.019143,0.0,97.74799999999999,87.616,0.0,69.426,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 13:53:00,15.019143,0.0,97.74799999999999,87.71,0.0,223.17700000000002,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 15:16:00,15.019143,0.0,97.74799999999999,87.76700000000001,0.0,174.42700000000002,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 17:18:00,15.019143,0.0,97.74799999999999,87.85,0.0,271.927,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 19:53:00,15.019143,0.0,97.74799999999999,87.956,0.0,133.17700000000002,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 21:50:00,15.019143,0.0,97.74799999999999,88.036,0.0,211.92700000000002,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-23 23:53:00,15.019143,0.0,97.74799999999999,88.12100000000001,0.0,313.177,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-24 01:32:00,15.019143,0.0,97.74799999999999,88.18799999999999,0.0,324.428,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-24 03:52:00,15.019143,0.0,97.74799999999999,88.28399999999999,0.0,129.428,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-24 05:25:00,15.019143,0.0,97.74799999999999,88.348,0.0,118.178,6939.130783,95.87799999999999,560.993783,560.993783
6916,2019-11-24 07:07:00,15.019143,0.0,97.74799999999999,88.41799999999999,0.0,140.678,6939.130783,95.87799999999999,560.993783,560.993783
